Logical Entity,Physical HANA Table,Column,Data Type,Primary Key,Nullable,Default,Relationship / Target,Business Purpose,Owner,Retention,CDS / Model Source,Database Evidence
BugService.DeveloperWorkloads,BugService_DeveloperWorkloads,reopenedCount,INTEGER,NO,YES,,,Service helper entity calculated by a custom READ handler for workload monitoring; current build persists an artifact because @cds.persistence.skip is absent.,CAP runtime / DonHV technical governance,Project lifecycle or until an authorized retention/deletion rule applies.,srv/service.cds: BugService.DeveloperWorkloads,Production-style cds build --production artifact BugService.DeveloperWorkloads.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DeveloperWorkloads,BugService_DeveloperWorkloads,needMoreInformationCount,INTEGER,NO,YES,,,Service helper entity calculated by a custom READ handler for workload monitoring; current build persists an artifact because @cds.persistence.skip is absent.,CAP runtime / DonHV technical governance,Project lifecycle or until an authorized retention/deletion rule applies.,srv/service.cds: BugService.DeveloperWorkloads,Production-style cds build --production artifact BugService.DeveloperWorkloads.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DeveloperWorkloads,BugService_DeveloperWorkloads,resolvedCount,INTEGER,NO,YES,,,Service helper entity calculated by a custom READ handler for workload monitoring; current build persists an artifact because @cds.persistence.skip is absent.,CAP runtime / DonHV technical governance,Project lifecycle or until an authorized retention/deletion rule applies.,srv/service.cds: BugService.DeveloperWorkloads,Production-style cds build --production artifact BugService.DeveloperWorkloads.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DeveloperWorkloads,BugService_DeveloperWorkloads,retestRequiredCount,INTEGER,NO,YES,,,Service helper entity calculated by a custom READ handler for workload monitoring; current build persists an artifact because @cds.persistence.skip is absent.,CAP runtime / DonHV technical governance,Project lifecycle or until an authorized retention/deletion rule applies.,srv/service.cds: BugService.DeveloperWorkloads,Production-style cds build --production artifact BugService.DeveloperWorkloads.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DeveloperWorkloads,BugService_DeveloperWorkloads,rejectedCount,INTEGER,NO,YES,,,Service helper entity calculated by a custom READ handler for workload monitoring; current build persists an artifact because @cds.persistence.skip is absent.,CAP runtime / DonHV technical governance,Project lifecycle or until an authorized retention/deletion rule applies.,srv/service.cds: BugService.DeveloperWorkloads,Production-style cds build --production artifact BugService.DeveloperWorkloads.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DeveloperWorkloads,BugService_DeveloperWorkloads,estimatedEffortHoursTotal,"DECIMAL(9, 2)",NO,YES,,,Service helper entity calculated by a custom READ handler for workload monitoring; current build persists an artifact because @cds.persistence.skip is absent.,CAP runtime / DonHV technical governance,Project lifecycle or until an authorized retention/deletion rule applies.,srv/service.cds: BugService.DeveloperWorkloads,Production-style cds build --production artifact BugService.DeveloperWorkloads.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DeveloperWorkloads,BugService_DeveloperWorkloads,isOverloaded,BOOLEAN,NO,YES,,,Service helper entity calculated by a custom READ handler for workload monitoring; current build persists an artifact because @cds.persistence.skip is absent.,CAP runtime / DonHV technical governance,Project lifecycle or until an authorized retention/deletion rule applies.,srv/service.cds: BugService.DeveloperWorkloads,Production-style cds build --production artifact BugService.DeveloperWorkloads.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DeveloperWorkloads,BugService_DeveloperWorkloads,active,BOOLEAN,NO,YES,,,Service helper entity calculated by a custom READ handler for workload monitoring; current build persists an artifact because @cds.persistence.skip is absent.,CAP runtime / DonHV technical governance,Project lifecycle or until an authorized retention/deletion rule applies.,srv/service.cds: BugService.DeveloperWorkloads,Production-style cds build --production artifact BugService.DeveloperWorkloads.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DuplicateLinks (draft),BugService_DuplicateLinks_drafts,ID,NVARCHAR(36),YES,NO,,,CAP draft persistence for duplicate-link data exposed under a draft Bug.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.DuplicateLinks draft composition,Production-style cds build --production artifact BugService.DuplicateLinks_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DuplicateLinks (draft),BugService_DuplicateLinks_drafts,createdAt,TIMESTAMP,NO,YES,,,CAP draft persistence for duplicate-link data exposed under a draft Bug.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.DuplicateLinks draft composition,Production-style cds build --production artifact BugService.DuplicateLinks_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DuplicateLinks (draft),BugService_DuplicateLinks_drafts,createdBy,NVARCHAR(255),NO,YES,,,CAP draft persistence for duplicate-link data exposed under a draft Bug.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.DuplicateLinks draft composition,Production-style cds build --production artifact BugService.DuplicateLinks_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DuplicateLinks (draft),BugService_DuplicateLinks_drafts,modifiedAt,TIMESTAMP,NO,YES,,,CAP draft persistence for duplicate-link data exposed under a draft Bug.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.DuplicateLinks draft composition,Production-style cds build --production artifact BugService.DuplicateLinks_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DuplicateLinks (draft),BugService_DuplicateLinks_drafts,modifiedBy,NVARCHAR(255),NO,YES,,,CAP draft persistence for duplicate-link data exposed under a draft Bug.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.DuplicateLinks draft composition,Production-style cds build --production artifact BugService.DuplicateLinks_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DuplicateLinks (draft),BugService_DuplicateLinks_drafts,sourceBug_ID,NVARCHAR(36),NO,YES,,idts.cap.Bugs.ID,CAP draft persistence for duplicate-link data exposed under a draft Bug.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.DuplicateLinks draft composition,Production-style cds build --production artifact BugService.DuplicateLinks_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DuplicateLinks (draft),BugService_DuplicateLinks_drafts,targetBug_ID,NVARCHAR(36),NO,YES,,idts.cap.Bugs.ID,CAP draft persistence for duplicate-link data exposed under a draft Bug.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.DuplicateLinks draft composition,Production-style cds build --production artifact BugService.DuplicateLinks_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DuplicateLinks (draft),BugService_DuplicateLinks_drafts,relationType_code,NVARCHAR(40),NO,YES,,idts.cap.DuplicateRelationTypes.code,CAP draft persistence for duplicate-link data exposed under a draft Bug.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.DuplicateLinks draft composition,Production-style cds build --production artifact BugService.DuplicateLinks_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DuplicateLinks (draft),BugService_DuplicateLinks_drafts,IsActiveEntity,BOOLEAN,NO,YES,,,CAP draft persistence for duplicate-link data exposed under a draft Bug.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.DuplicateLinks draft composition,Production-style cds build --production artifact BugService.DuplicateLinks_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DuplicateLinks (draft),BugService_DuplicateLinks_drafts,HasActiveEntity,BOOLEAN,NO,YES,,,CAP draft persistence for duplicate-link data exposed under a draft Bug.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.DuplicateLinks draft composition,Production-style cds build --production artifact BugService.DuplicateLinks_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DuplicateLinks (draft),BugService_DuplicateLinks_drafts,HasDraftEntity,BOOLEAN,NO,YES,,,CAP draft persistence for duplicate-link data exposed under a draft Bug.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.DuplicateLinks draft composition,Production-style cds build --production artifact BugService.DuplicateLinks_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.DuplicateLinks (draft),BugService_DuplicateLinks_drafts,DraftAdministrativeData_DraftUUID,NVARCHAR(36),NO,NO,,DRAFT.DraftAdministrativeData.DraftUUID,CAP draft persistence for duplicate-link data exposed under a draft Bug.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.DuplicateLinks draft composition,Production-style cds build --production artifact BugService.DuplicateLinks_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,ID,NVARCHAR(36),YES,NO,,,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,createdAt,TIMESTAMP,NO,YES,,,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,createdBy,NVARCHAR(255),NO,YES,,,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,modifiedAt,TIMESTAMP,NO,YES,,,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,modifiedBy,NVARCHAR(255),NO,YES,,,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,bug_ID,NVARCHAR(36),NO,YES,,idts.cap.Bugs.ID,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,actor_ID,NVARCHAR(36),NO,YES,,idts.cap.Users.ID,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,actorRole_code,NVARCHAR(40),NO,YES,,idts.cap.UserRoles.code,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,actionType_code,NVARCHAR(40),NO,YES,,idts.cap.ActionTypes.code,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,summary,NVARCHAR(500),NO,YES,,,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,reason,NCLOB,NO,YES,,,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,actorDisplayName,NVARCHAR(120),NO,YES,,,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,actorRoleName,NVARCHAR(120),NO,YES,,,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,actionTypeName,NVARCHAR(120),NO,YES,,,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,IsActiveEntity,BOOLEAN,NO,YES,,,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,HasActiveEntity,BOOLEAN,NO,YES,,,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,HasDraftEntity,BOOLEAN,NO,YES,,,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryEvents (draft),BugService_HistoryEvents_drafts,DraftAdministrativeData_DraftUUID,NVARCHAR(36),NO,NO,,DRAFT.DraftAdministrativeData.DraftUUID,CAP-generated draft artifact for the history-event projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryEvents draft composition,Production-style cds build --production artifact BugService.HistoryEvents_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,ID,NVARCHAR(36),YES,NO,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,createdAt,TIMESTAMP,NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,createdBy,NVARCHAR(255),NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,modifiedAt,TIMESTAMP,NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,modifiedBy,NVARCHAR(255),NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,bug_ID,NVARCHAR(36),NO,YES,,idts.cap.Bugs.ID,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,event_ID,NVARCHAR(36),NO,YES,,idts.cap.HistoryEvents.ID,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,actor_ID,NVARCHAR(36),NO,YES,,idts.cap.Users.ID,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,actorRole_code,NVARCHAR(40),NO,YES,,idts.cap.UserRoles.code,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,actionType_code,NVARCHAR(40),NO,YES,,idts.cap.ActionTypes.code,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,fieldName,NVARCHAR(80),NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,fieldLabel,NVARCHAR(120),NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,oldValue,NVARCHAR(1000),NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,oldValueDisplay,NVARCHAR(1000),NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,newValue,NVARCHAR(1000),NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,newValueDisplay,NVARCHAR(1000),NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,reason,NCLOB,NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,actorDisplayName,NVARCHAR(120),NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,actorRoleName,NVARCHAR(120),NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,actionTypeName,NVARCHAR(120),NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,historyEventSummary,NVARCHAR(500),NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,IsActiveEntity,BOOLEAN,NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,HasActiveEntity,BOOLEAN,NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,HasDraftEntity,BOOLEAN,NO,YES,,,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
